source,author,title,description,url,urlToImage,publishedAt,content
"{'id': 'cnn', 'name': 'CNN'}",CNN بالعربية,"""اصطدمت بخط الكهرباء وانفجرت"".. تحطم مروحية في نهر المسيسيبي",وثق مقطع الفيديو الذي تم نشره حديثًا تصاعد الدخان من زورق على نهر المسيسيبي بعد اصطدام مروحية به في مدينة ألتون، بولاية إلينوي الأمريكية، الخميس.,https://arabic.cnn.com/miscellaneous/video/2025/08/07/v178740-helicopter-crash-mississippi-river-digvid,"https://cnn-arabic-images.cnn.io/cloudinary/image/upload/w_1920,h_1008,c_fill,q_auto,g_center/t_cnnarabic_watermark_logo_v5/cnnarabic/2025/08/07/images/306069.jpg",2025-08-07T19:57:23Z,
"{'id': 'cnn', 'name': 'CNN'}",Kristen Holmes,Top Trump officials discussed Epstein at White House meeting Wednesday night | CNN Politics,"A much-anticipated meeting between Attorney General Pam Bondi, FBI Director Kash Patel, Vice President JD Vance and others was moved from Vance’s residence to the White House Wednesday night after intense media coverage, a source familiar with the logistics t…",https://www.cnn.com/2025/08/07/politics/epstein-meeting-vance-bondi-patel,"https://media.cnn.com/api/v1/images/stellar/prod/20250806-toptrumpofficials2-20250807200129821.jpg?c=16x9&q=w_800,c_fill",2025-08-07T19:52:55Z,"A much-anticipated meeting between Attorney General Pam Bondi, FBI Director Kash Patel, Vice President JD Vance and others was moved from Vances residence to the White House Wednesday night after int… [+1172 chars]"
"{'id': 'fox-news', 'name': 'Fox News'}",,Sen. Tim Scott outlines importance of faith in everyday American life,Sen. Tim Scott's new book outlines the importance of keeping faith and how it may restore some of the divisiveness that strains the U.S.,https://www.foxnews.com/politics/sen-tim-scott-outlines-importance-faith-everyday-american-life,https://static.foxnews.com/foxnews.com/content/uploads/2025/08/tim-scott-new-book-faith.jpg,2025-08-07T19:51:50Z,"Sen. Tim Scott, R-S.C., spoke with Fox News Digital about his latest book ""One Nation Always Under God,"" and talked about why prayer and faith
 are necessary to achieve ""extraordinary accomplishment… [+3781 chars]"
"{'id': 'the-verge', 'name': 'The Verge'}",Ash Parrish,Friendslop is coming for the Switch 2,"During today's Nintendo Indie World showcase, I had two epiphanies. The first was the realization that friendslop games are about to hit the Switch 2 like a falling piano in a Road Runner cartoon. The second was that I love that for me, because that means I c…",https://www.theverge.com/games/756236/content-warning-coop-games-nintendo-switch-2-lethal-company,https://platform.theverge.com/wp-content/uploads/sites/2/2025/08/image5.png?quality=90&strip=all&crop=1.9515625%2C0%2C96.096875%2C100&w=1200,2025-08-07T19:38:00Z,"<ul><li></li><li></li><li></li></ul>
With GameChat, a whole new genre of games is possible on the Switch 2, and I cant wait.
With GameChat, a whole new genre of games is possible on the Switch 2, a… [+4602 chars]"
"{'id': 'fox-news', 'name': 'Fox News'}",,Two people killed after helicopter hits power line and crashes into barge on Mississippi River,"Helicopter crashes into power line and plummets onto Mississippi River barge near Missouri-Illinois border, killing at least two people and sparking a fire.",https://www.foxnews.com/us/two-people-killed-after-helicopter-hits-power-line-crashes-barge-mississippi-river,https://static.foxnews.com/foxnews.com/content/uploads/2025/08/5d277ddc-helicopter-crash-missouri.gif,2025-08-07T19:36:56Z,"Two people are dead after a helicopter crashed into a power line on Thursday and plummeted into a barge on the Mississippi River.
The St. Charles County Police Department in Missouri confirmed to Fo… [+1097 chars]"
"{'id': 'fox-news', 'name': 'Fox News'}",,Federal judge halts expansion at Trump admin's Alligator Alcatraz detention facility in Florida,Court ruling stops new infrastructure capacity at Florida's Alligator Alcatraz detention facility but permits continued housing of existing migrant detainees.,https://www.foxnews.com/politics/federal-judge-halts-expansion-trump-admins-alligator-alcatraz-detention-facility-florida,https://static.foxnews.com/foxnews.com/content/uploads/2025/08/federal-judge-halts-alligator-alcatraz-fox-news-001.jpg,2025-08-07T19:36:05Z,"A federal judge has ordered the Trump administration to halt construction at the ""Alligator Alcatraz"" detention facility in Florida, Fox News has learned. 
The judge said for now that the facility c… [+141 chars]"
"{'id': 'the-verge', 'name': 'The Verge'}",Charles Pulliam-Moore,Paramount is now a Skydance Corporation,"It’s official: Skydance Media’s deal to purchase CBS parent company Paramount Global for $8 billion is complete, and incoming chairman / CEO David Ellison’s first order of business is a massive restructuring. In an open letter about his plans for Paramount, a…",https://www.theverge.com/tv/756298/paramount-plus-skydance-merger-complete-david-ellison,"https://platform.theverge.com/wp-content/uploads/sites/2/2025/08/download.png?quality=90&strip=all&crop=0.10125,0,99.7975,100",2025-08-07T19:35:20Z,"<ul><li></li><li></li><li></li></ul>
Its official: Skydance Medias deal to purchase CBS parent company Paramount Global for $8 billion is complete, and incoming chairman / CEO David Ellisons first o… [+5365 chars]"
"{'id': 'fox-news', 'name': 'Fox News'}",,Chicago Mayor concludes council-demanded probe of city police’s role during recent ICE raid,"Chicago mayor finishes investigation into police presence at June 4 ICE raid that detained 10 people, leading to aldermen blocking ICE van",https://www.foxnews.com/politics/chicago-mayor-concludes-council-demanded-probe-city-polices-role-during-recent-ice-raid,https://static.foxnews.com/foxnews.com/content/uploads/2024/02/BrandonJohnson.jpg,2025-08-07T19:31:14Z,"Chicago Mayor Brandon Johnson has concluded his internal investigation into Chicago police presence at a June 4 ICE operation that led to an uproar within the all-Democratic city council, the citys A… [+2255 chars]"
"{'id': 'cnn', 'name': 'CNN'}",CNN بالعربية,رد فعل طريف من ماريا كاري حينما علمت متأخرا برحلة كيتي بيري الفضائية,"يبدو أن ماريا كاري  قد فاتها مؤخرًا أخبار مهمة ، فخلال مقابلة جديدة مع برنامج ""Scott Mills Breakfast Show""،على إذاعة بي بي سي، سُئلت كاري عما إذا كانت ""ترغب"" في الذهاب إلى الفضاء مثل زميلتها نجمة الموسيقى كيتي بيري.",https://arabic.cnn.com/entertainment/article/2025/08/07/mariah-careys-funny-reaction-when-she-learned-about-katy-perrys-space-flight,"https://cnn-arabic-images.cnn.io/cloudinary/image/upload/x_0,y_69,w_3987,h_2243,c_crop/w_1920,h_1008,c_fill,q_auto,g_center/t_cnnarabic_watermark_logo_v5/cnnarabic/2025/08/07/images/306068.jpg",2025-08-07T19:31:08Z,"(CNN)--   ""Scott Mills Breakfast Show"" """" .
 :"" .. "".
 ""Fireworks"" .
"" "" : "" "" : "".. .. . .
 : "" ""."
"{'id': 'fox-news', 'name': 'Fox News'}",,Dangerous tick-borne virus causes brain damage in vulnerable young patient,"A Boston baby is hospitalized with seizures and brain damage after a tick bite on Martha's Vineyard may have led to Powassan virus, which transmits faster than Lyme disease.",https://www.foxnews.com/health/dangerous-tick-borne-virus-causes-brain-damage-vulnerable-young-patient,https://static.foxnews.com/foxnews.com/content/uploads/2025/08/baby-in-hospital.jpg,2025-08-07T19:29:52Z,"A 5-week-old baby in Boston is fighting for her life after a tick bite.
The baby, Lily Sisco, was bitten while on a walk with her family on Marthas Vineyard, her mother, Tiffany Sisco, told local ne… [+5653 chars]"
"{'id': 'fox-news', 'name': 'Fox News'}",,"Harris taps Dem emails lists to market new book, sparking party neutrality concerns",Former Vice President Kamala Harris announces memoir '107 Days' reflecting on her intense 2024 presidential campaign after Joe Biden dropped out of the race.,https://www.foxnews.com/politics/harris-taps-dem-emails-lists-market-new-book-sparking-party-neutrality-concerns,https://static.foxnews.com/foxnews.com/content/uploads/2024/11/harris-rally.jpg,2025-08-07T19:25:38Z,"Former Vice President Kamala Harris upcoming book, ""107 Days,"" is getting some marketing assistance by tapping a Democratic Party-linked fundraising operations.
Axios reported that the Harris Victor… [+3716 chars]"
"{'id': 'fox-news', 'name': 'Fox News'}",,New faith group that uses 'psychedelic mushrooms' lands legal win under religious freedom law,Utah faith group Singularism wins preliminary injunction allowing use of psilocybin mushrooms as religious sacrament under state's religious freedom law.,https://www.foxnews.com/us/new-faith-group-uses-psychedelic-mushrooms-lands-legal-win-under-religious-freedom-law,https://static.foxnews.com/foxnews.com/content/uploads/2025/08/religious-mushrooms.jpg,2025-08-07T19:19:25Z,"A new faith group based in Utah that uses ""psychedelic mushrooms"" landed a legal victory this week under the state's religious freedom law. 
Lee Jensen founder of the non-profit known as Singularism… [+4833 chars]"
"{'id': 'fox-news', 'name': 'Fox News'}",,"Anti-Israel activist confronts former IDF soldier on New York beach, gets questioned in return",Viral video shows anti-Israel activist shouting at former Israeli soldier and friends on New York beach while they respond with composure and respect,https://www.foxnews.com/us/anti-israel-activist-confronts-former-idf-soldier-new-york-beach-gets-questioned-return,https://static.foxnews.com/foxnews.com/content/uploads/2025/08/former-idf-soldier-confronted-on-beach.png,2025-08-07T19:15:22Z,"A peaceful afternoon on a New York beach took a jarring turn when an anti-Israel activist launched a verbal tirade against a former Israeli soldier, simply for wearing a Star of David necklace.
The … [+3566 chars]"
"{'id': 'fox-news', 'name': 'Fox News'}",,Katy Perry stops Detroit concert after young fan collapses on stage,Katy Perry stopped her Detroit concert when young fan McKenna collapsed on stage after being invited up during the performance on August 3.,https://www.foxnews.com/entertainment/katy-perry-stops-detroit-concert-young-fan-collapses-stage,https://static.foxnews.com/foxnews.com/content/uploads/2025/08/katy-perry-hands-up.jpg,2025-08-07T19:13:29Z,"Katy Perry unexpectedly stopped her concert in Detroit, Michigan when a young fan collapsed just moments after being invited on stage by the pop star herself. 
The ""Roar"" singer handpicked several f… [+2525 chars]"
"{'id': 'bbc-news', 'name': 'BBC News'}",Jennifer Mckiernan,Homelessness Minister Rushanari Ali quits,It comes after she increased rent on a house she owns within weeks of the previous tenants' contracts ending.,https://www.bbc.co.uk/news/articles/clyd3l2x2n8o,https://ichef.bbci.co.uk/ace/branded_news/1200/cpsprodpb/e7f8/live/74924cc0-73c2-11f0-a702-4f4a511680a6.png,2025-08-07T19:13:29Z,"In a story first broken by the The i Paper, external, four tenants who rented a house owned by Ali in east London were sent an email in November giving them four months' notice their lease would not … [+1593 chars]"
"{'id': 'cnn', 'name': 'CNN'}",CNN بالعربية,"""حماس"" تُعلق على تصريحات نتنياهو بشأن خطط ""السيطرة العسكرية"" على غزة","قالت حركة ""حماس"" إن خطة رئيس الوزراء الإسرائيلي بنيامين نتنياهو للسيطرة العسكرية على غزة ستكون بمثابة ""التضحية"" بالرهائن الإسرائيليين المتبقين في غزة ""لخدمة مصالحه الشخصية"".",https://arabic.cnn.com/middle-east/article/2025/08/07/hamas-says-netanyahu-is-sacrificing-hostages-to-serve-his-personal-interests,"https://cnn-arabic-images.cnn.io/cloudinary/image/upload/x_0,y_307,w_2996,h_1685,c_crop/w_1920,h_1008,c_fill,q_auto,g_center/t_cnnarabic_watermark_logo_v5/cnnarabic/2025/08/07/images/306066.jpg",2025-08-07T19:07:24Z,
"{'id': 'bbc-news', 'name': 'BBC News'}",,07/08/2025 19:01 GMT,The latest five minute news bulletin from BBC World Service.,https://www.bbc.co.uk/programmes/w172zwwr5bllvky,https://ichef.bbci.co.uk/images/ic/1200x675/p060dh18.jpg,2025-08-07T19:06:00Z,The latest five minute news bulletin from BBC World Service.
"{'id': 'cnn', 'name': 'CNN'}",CNN بالعربية,باميلا أندرسون تعيش لحظة مميزة.. نظرة على مسيرتها,"تشهد باميلا أندرسون نهضة جديدة في مسيرتها المهنية، وتبدو واثقة بنفسها بما يكفي لبدء ثورة جمالية جديدة، ونالت إشادة النقاد ورُشحت لجوائز عن دورها في فيلم ""The Last Showgirl"" العام الماضي.",https://arabic.cnn.com/entertainment/article/2025/08/07/pamela-anderson-is-experiencing-a-special-moment-a-look-back-at-her-career,"https://cnn-arabic-images.cnn.io/cloudinary/image/upload/x_0,y_171,w_3926,h_2209,c_crop/w_1920,h_1008,c_fill,q_auto,g_center/t_cnnarabic_watermark_logo_v5/cnnarabic/2025/08/07/images/306065.jpg",2025-08-07T19:01:55Z,"(CNN)-- ""The Last Showgirl"" ""Naked Gun"" .
 . ""The Last Showgirl"" .
 ""VT"" : "" - - .. "" "".
 .
 ""Jumbotron"" 1989 "" "" / 1990 .
  """" ""Home Improvement"" ABC "" "" ""Baywatch"" .
 1995 .
 Hulu 2022 ""Pam … [+296 chars]"
"{'id': 'fox-news', 'name': 'Fox News'}",,"Rahm Emanuel says Dem struggles not a 'marketing problem,' tells party to fix young men’s economic problems","In a Washington Post column, Rahm Emanuel told the Democratic Party that young men's inability to afford homes is causing shame and anger that threatens American democracy.",https://www.foxnews.com/media/rahm-emanuel-dem-struggles-not-marketing-problem-tells-party-fix-young-mens-economic-problems,https://static.foxnews.com/foxnews.com/content/uploads/2023/09/rahm_emanuel.jpg,2025-08-07T19:00:42Z,"Former Chicago Mayor Rahm Emanuel told the Democratic Party Thursday that it needs to address the real problem facing the country the economic struggles of young men.
In a column for The Washington … [+3469 chars]"
"{'id': 'fox-news', 'name': 'Fox News'}",,Off-grid cabin design required a helicopter installation,Vancouver architects created a prefabricated off-grid retreat on Keats Island that was helicopter-installed in two days with solar panels and rainwater systems.,https://www.foxnews.com/tech/off-grid-cabin-design-required-helicopter-installation,https://static.foxnews.com/foxnews.com/content/uploads/2025/08/1-off-grid-cabin-design-required-a-helicopter-installation.jpg,2025-08-07T19:00:40Z,"Perched on the highest point of British Columbia's Keats Island is The Nest, a stunning off-grid retreat that balances sustainability with bold architecture. 
Designed by Vancouver-based Daria Shein… [+4271 chars]"
"{'id': 'cnn', 'name': 'CNN'}",CNN,Video shows helicopter crash into barge on Mississippi River,"Video shows smoke rising from a barge on the Mississippi River after a helicopter crashed into it in Alton, Illinois on Thursday. Two people were killed in...",https://www.cnn.com/2025/08/07/us/video/helicopter-crash-mississippi-river-digvid?cid=external-feeds_iluminar_yahoo,https://media.zenfs.com/en/cnn_videos_177/16a5edb26fb3450a21b18e20478f5afd,2025-08-07T18:55:05Z,"Video shows smoke rising from a barge on the Mississippi River after a helicopter crashed into it in Alton, Illinois on Thursday. Two people were killed in the accident, according to authorities. Pol… [+77 chars]"
"{'id': 'cnn', 'name': 'CNN'}",CNN بالعربية,"""غيّرت مجرى حياته تمامًا"".. جون سينا يتحدث بصراحة عن سبب خضوعه لعملية زراعة الشعر","يتمتع جون سينا بمظهر جديد بفضل عملية زراعة الشعر التي خضع لها العام الماضي،  وتحدث الممثل وأسطورة المصارعة بصراحة عن قراره بإجراء عملية زراعة الشعر في مقابلة جديدة مع مجلة ""People"" نُشرت الأربعاء.",https://arabic.cnn.com/entertainment/article/2025/08/07/john-cena-opens-up-about-why-he-underwent-hair-transplant,"https://cnn-arabic-images.cnn.io/cloudinary/image/upload/x_0,y_172,w_3823,h_2150,c_crop/w_1920,h_1008,c_fill,q_auto,g_center/t_cnnarabic_watermark_logo_v5/cnnarabic/2025/08/07/images/306063.jpg",2025-08-07T18:40:59Z,"(CNN)--   ""People"" : "" "".
 : "" . ( ) "".
 "" "" 2024.
: "" 10 . 7 8 10 .. "".
 "" "".
 2024 ""WWE""   ""People""   "" "" .
: "" "" : "" ( ) "".
 ""Peacemaker"" ""WWE""  : "" "".
 ""Peacemaker"" / HBO Max Warner Bros.… [+13 chars]"
"{'id': 'cnn', 'name': 'CNN'}",Lisa Respers France,Kelly Clarkson’s ex-husband Brandon Blackstock has died at 48 | CNN,"Brandon Blackstock, a talent manager and former husband of singer Kelly Clarkson, has died following a battle with cancer. He was 48.",https://www.cnn.com/2025/08/07/entertainment/brandon-blackstock-death,"https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-1199134838.jpg?c=16x9&q=w_800,c_fill",2025-08-07T18:36:57Z,"Brandon Blackstock, a talent manager and former husband of singer Kelly Clarkson, has died following a battle with cancer. He was 48.
It is with great sadness that we share the news that Brandon Bla… [+2902 chars]"
"{'id': 'fox-news', 'name': 'Fox News'}",,2 Pennsylvania State troopers shot in 'active' scene,Shooting in Susquehanna County leaves two Pennsylvania state troopers injured and hospitalized Thursday afternoon during active police investigation,https://www.foxnews.com/us/pennsylvania-state-troopers-shot-active-scene,https://static.foxnews.com/foxnews.com/content/uploads/2025/08/pennsylvania-state-police.jpg,2025-08-07T18:35:06Z,"Two Pennsylvania state troopers were shot Thursday afternoon while responding to a call in Susquehanna County, according to Governor Josh Shapiro, who shared the news during a public appearance in Bu… [+1832 chars]"
"{'id': 'fox-news', 'name': 'Fox News'}",,"NASCAR driver Ricky Stenhouse pays tribute to Hulk Hogan with Real American Beer car, Hulkamania decal","Ricky Stenhouse Jr. will pay tribute to Hulk Hogan, the late professional wrestling legend, during this weekend's NASCAR race in Watkins Glen International.",https://www.foxnews.com/sports/nascar-driver-ricky-stenhouse-pays-tribute-hulk-hogan-real-american-beer-car-hulkamania-decal,https://static.foxnews.com/foxnews.com/content/uploads/2025/08/rab-car.jpg,2025-08-07T18:33:36Z,"Back in June, NASCAR driver Ricky Stenhouse partnered with Real American Beer, founded by Hulk Hogan, to have the brand on his No. 47 car.
The professional wrestling legend died late last month at t… [+2643 chars]"
"{'id': 'the-verge', 'name': 'The Verge'}",Brandon Russell,Samsung’s inexpensive Galaxy Buds FE are even more affordable at over 50 percent off,"Samsung’s latest Unpacked event came and went with no major announcements related to the company’s Galaxy Buds lineup. However, if you don’t want to wait for what’s next, you can currently save on the Samsung Galaxy Buds FE, which are down to $46.99 ($53 off)…",https://www.theverge.com/tech/756210/samsung-galaxy-buds-fe-nintendo-switch-2-pro-controller-deal-sale,https://platform.theverge.com/wp-content/uploads/sites/2/2025/08/Samsung-Galaxy-Buds-FE-deal.png?quality=90&strip=all&crop=0%2C10.732984293194%2C100%2C78.534031413613&w=1200,2025-08-07T18:32:14Z,"<ul><li></li><li></li><li></li></ul>
We also found deals on the Backbone One, Dysons Zone headphones, and the Nintendo Switch 2 Pro Controller.
We also found deals on the Backbone One, Dysons Zone … [+4624 chars]"
"{'id': 'the-verge', 'name': 'The Verge'}",Jay Peters,Meta’s prototype headsets show off the future of mixed reality,"Meta’s consumer VR headsets are already among the best you can get for their price points, but at a conference next week, the company is showing off some impressive-sounding research prototypes that could be a peek at what its headsets might be capable of in …",https://www.theverge.com/news/755470/meta-prototype-vr-headsets-tiramisu-boba-3-siggraph-2025,https://platform.theverge.com/wp-content/uploads/sites/2/2025/08/media.webp?quality=90&strip=all&crop=0%2C10.745251402131%2C100%2C78.509497195739&w=1200,2025-08-07T18:29:12Z,"<ul><li></li><li></li><li></li></ul>
The company is working on headsets that offer better realism and much wider fields of view than whats available on its current Quest headsets.
The company is wo… [+3147 chars]"
"{'id': 'fox-news', 'name': 'Fox News'}",,ICE detainee found 'hanging by the neck' at Pennsylvania detention center,"ICE detainee Chaofeng Ge, 32, was pronounced dead at a Pennsylvania detention center after being discovered hanging in a shower room, officials said.",https://www.foxnews.com/us/ice-detainee-found-hanging-neck-pennsylvania-detention-center,https://static.foxnews.com/foxnews.com/content/uploads/2025/08/chaofeng-ge.jpg,2025-08-07T18:26:32Z,"An ICE detainee was pronounced dead in Pennsylvania after being discovered ""hanging by the neck"" inside a detention center, immigration officials said. 
Chaofeng Ge, 32, of China, was found unrespon… [+1992 chars]"
"{'id': 'fox-news', 'name': 'Fox News'}",,"Brandon Blackstock, Kelly Clarkson's ex-husband, dead at 48","Brandon Blackstock, Kelly Clarkson's ex-husband and Reba McEntire's former stepson, has died. He was 48. Blackstock had been battling cancer for more than three years.",https://www.foxnews.com/entertainment/brandon-blackstock-kelly-clarksons-ex-husband-dead-48,https://static.foxnews.com/foxnews.com/content/uploads/2024/04/kelly-clarkson-brandon-blackstock.jpg,2025-08-07T18:21:00Z,"Brandon Blackstock,Kelly Clarkson's ex-husband and the former stepson of Reba McEntire, has died. He was 48.
""It is with great sadness that we share the news that Brandon Blackstock has passed away,… [+448 chars]"
"{'id': 'fox-news', 'name': 'Fox News'}",,Fox News Politics Newsletter: 3 Senior FBI Officials Shown the Door in Agency Shake-Up,"Welcome to the Fox News Politics newsletter, with the latest updates on the Trump administration, Capitol Hill and more Fox News politics content.",https://www.foxnews.com/politics/fox-news-politics-newsletter-3-senior-fbi-officials-shown-door-agency-shake-up,https://static.foxnews.com/foxnews.com/content/uploads/2025/08/kash-patel-testifies-copy.jpg,2025-08-07T18:13:02Z,"Welcome to the Fox News Politics newsletter, with the latest updates on the Trump administration, Capitol Hill and more Fox News politics content. Here's what's happening
-Abbott, Paxton launch lega… [+2573 chars]"
"{'id': 'bbc-news', 'name': 'BBC News'}",,07/08/2025 18:01 GMT,The latest five minute news bulletin from BBC World Service.,https://www.bbc.co.uk/programmes/w172zwwr5bllqtt,https://ichef.bbci.co.uk/images/ic/1200x675/p060dh18.jpg,2025-08-07T18:06:00Z,The latest five minute news bulletin from BBC World Service.
"{'id': 'bbc-news', 'name': 'BBC News'}",Basillioh Rukanga,Job Ndugai: Tanzanians mourn former speaker who resigned amid debt row,The former speaker has been an MP since 2000 and was preparing to defend his parliamentary seat in October.,https://www.bbc.co.uk/news/articles/ce83241m078o,https://ichef.bbci.co.uk/ace/branded_news/1200/cpsprodpb/c321/live/80e63420-737a-11f0-9004-d9dc4108587b.jpg,2025-08-07T18:01:34Z,"Ndugai has been an MP since 2000 and was preparing to defend his Kongwa parliamentary seat in Dodoma in the October general elections, having just won the nomination of the ruling CCM party.
""We hav… [+2649 chars]"
"{'id': 'fox-news', 'name': 'Fox News'}",,Seattle Kraken mascot charged at by brown bear during video shoot in Alaska,"A brown bear charged the Seattle Kraken's mascot, Buoy, and forward John Hayden during a promotional fly-fishing trip in Alaska in June.",https://www.foxnews.com/sports/seattle-kraken-mascot-charged-brown-bear-video-shoot-alaska,https://static.foxnews.com/foxnews.com/content/uploads/2025/08/seattle-kraken-buoy-bear.jpg,2025-08-07T17:55:58Z,"Seattle Kraken center John Hayden and their mascot, Buoy, had a close encounter with a brown bear during a promotional video shoot in Alaska in June. 
Hayden and Buoy were on a fly-fishing outing in… [+1755 chars]"
"{'id': 'fox-news', 'name': 'Fox News'}",,Republican senator claims RFK Jr. mRNA vaccine decision undermines Trump agenda,"Sen. Bill Cassidy spoke out against HHS winding down mRNA vaccine development activity, asserting the move undermines the president's agenda",https://www.foxnews.com/politics/republican-senator-claims-rfk-jr-mrna-vaccine-decision-undermines-trump-agenda,https://static.foxnews.com/foxnews.com/content/uploads/2025/08/193d5015-robert-f-kennedy-jr.jpg,2025-08-07T17:52:13Z,"Sen. Bill Cassidy, R-La., has condemned the Department of Health and Human Services' move to shift funding away from mRNA vaccine development, claiming it undermines President Donald Trump's agenda t… [+2458 chars]"
"{'id': 'the-verge', 'name': 'The Verge'}",Charles Pulliam-Moore,Weapons turns our deepest anxieties into a potent horror masterpiece,"Zach Cregger's first major film Barbarian was tense and frightening, but it was also infused with a healthy dose of absurdity. The movie's twisted sense of humor made it easier to stomach its grotesque violence and a bit more difficult to anticipate how its u…",https://www.theverge.com/movie-reviews/719762/weapons-review,https://platform.theverge.com/wp-content/uploads/sites/2/2025/08/rev-1-WPN-FP-0011_High_Res_JPEG.jpeg?quality=90&strip=all&crop=12.578735351562%2C0%2C74.842529296875%2C100&w=1200,2025-08-07T17:47:19Z,"<ul><li></li><li></li><li></li></ul>
Weapons turns our deepest anxieties into a potent horror masterpiece
Zach Creggers latest film will leave you guessing, but its larger messages about boogeymen … [+5965 chars]"
"{'id': 'fox-news', 'name': 'Fox News'}",,Caitlin Clark cracks at Fever teammates for posting viral bikini video: 'Focus on basketball',"Caitlin Clark cracked a joke at her Fever teammates, Sophie Cunningham and Lexie Hull, for posting a TikTok of themselves in bikinis before a game.",https://www.foxnews.com/sports/caitlin-clark-cracks-fever-teammates-posting-viral-bikini-viddeo-focus-on-basketball,https://static.foxnews.com/foxnews.com/content/uploads/2025/08/hullclark-cunningham.jpg,2025-08-07T17:41:25Z,"Sophie Cunningham and Lexie Hull spent the day relaxing by the pool before a game, and Caitlin Clark may or may not have been pretty upset by it.
The blonde-haired Indiana Fever stars posted a TikTo… [+2747 chars]"
"{'id': 'fox-news', 'name': 'Fox News'}",,FBI investigating 'horrific antisemitic attack' on American who served in Israeli army,"The FBI is investigating an antisemitic attack in the St. Louis area targeting an American who served in the Israeli army. The victim's driveway was spray-painted with the words ""death to the IDF.""",https://www.foxnews.com/us/fbi-investigating-horrific-antisemitic-attack-american-who-served-israeli-army,https://static.foxnews.com/foxnews.com/content/uploads/2025/08/idf-fire-incident-4.jpg,2025-08-07T17:33:03Z,"The FBI is investigating a ""horrific antisemitic attack"" that happened in Clayton, Missouri, a suburb of St. Louis. 
The target of the attack was an American citizen who served with the Israel Defen… [+2791 chars]"
"{'id': 'fox-news', 'name': 'Fox News'}",,"Lawmakers under fire for sharing ICE raid info, warning locals of immigration enforcement operations",Democratic lawmakers including Alexandria Ocasio-Cortez face criticism for advising constituents on avoiding ICE operations as Trump administration ramps up immigration enforcement,https://www.foxnews.com/politics/lawmakers-under-fire-sharing-ice-raid-info-warning-locals-immigration-enforcement-operations,https://static.foxnews.com/foxnews.com/content/uploads/2025/03/trump-aoc.jpg,2025-08-07T17:31:31Z,"As President Donald Trump and his Department of Homeland Security have ramped up enforcement of U.S. immigration law after the Biden-era deluge at the border, some Democrats have come under fire for … [+4247 chars]"
"{'id': 'fox-news', 'name': 'Fox News'}",,Amazon delivery driver limps away from head-on crash captured on Texas doorbell camera,Doorbell camera captured the moment a driver without a valid license fell asleep behind the wheel and crashed head-on into an Amazon delivery truck.,https://www.foxnews.com/us/amazon-delivery-driver-limps-away-head-on-crash-captured-texas-doorbell-camera,https://static.foxnews.com/foxnews.com/content/uploads/2025/08/amazon-truck-crash-gif.gif,2025-08-07T17:30:06Z,"Doorbell camera footage captured the jarring moment an Amazon delivery truck was struck head-on by another car in North Texas while the employee was sitting inside the vehicle.
Police said Monday's … [+2143 chars]"
"{'id': 'fox-news', 'name': 'Fox News'}",,Coastal city greenlights new visitor tax amid widespread overtourism trend,"Aberdeen, Scotland, will implement a 7% visitor tax starting in April 2027, adding approximately $6 to average hotel stays to generate over $7 million annually.",https://www.foxnews.com/travel/coastal-city-greenlights-new-visitor-tax-amid-widespread-overtourism-trend,https://static.foxnews.com/foxnews.com/content/uploads/2025/08/aberdeen-scotland-tourist-tax-fox-news.jpg,2025-08-07T17:27:11Z,"The list of European cities that are now implementing tourist taxes continues to grow as communities battle the consequences of overtourism.
The latest to join the list is Aberdeen, Scotland which h… [+1924 chars]"
"{'id': 'cnn', 'name': 'CNN'}",CNN بالعربية,كاميرا CNN على متن طائرة شحن أردنية توثق مشهد إسقاط المساعدات فوق غزة,ألقت طائرات شحن تابعة لسلاح الجو الأردني ستة أطنان ونصف الطن من المساعدات فوق قطاع غزة، بما في ذلك الأغذية المعلبة وحليب الأطفال.,https://arabic.cnn.com/middle-east/video/2025/08/07/v178733-gaza-aid-drop,"https://cnn-arabic-images.cnn.io/cloudinary/image/upload/w_1920,h_1008,c_fill,q_auto,g_center/t_cnnarabic_watermark_logo_v5/cnnarabic/2025/08/07/images/306062.jpg",2025-08-07T17:20:46Z,
"{'id': 'the-verge', 'name': 'The Verge'}",Tom Warren,Microsoft brings GPT-5 to Copilot with new smart mode,"OpenAI officially launched its new GPT-5 models today, and Microsoft is now bringing GPT-5 to Copilot, Microsoft 365 Copilot, Azure AI Foundry, GitHub Copilot, and more. It’s part of a big simultaneous release of GPT-5 that will show up in Copilot as the new …",https://www.theverge.com/news/753984/microsoft-copilot-gpt-5-model-update,https://platform.theverge.com/wp-content/uploads/sites/2/2025/08/microsoft-365-copilot-gpt-5-1900x1069-1.png?quality=90&strip=all&crop=0%2C3.4721984141366%2C100%2C93.055603171727&w=1200,2025-08-07T17:20:06Z,"<ul><li></li><li></li><li></li></ul>
GPT-5 is now available in Copilot, Microsoft 365 Copilot, Azure AI Foundry, and GitHub Copilot.
GPT-5 is now available in Copilot, Microsoft 365 Copilot, Azure … [+2743 chars]"
